527.04 383.04 394.8 366
273.6 331.2 141.6 319.2
456.48 400.32 328.32 385.92
455.04 326.88 329.76 312.48
578.88 362.88 438 348
486.72 92.16 367.2 86.4
300.96 236.16 177.12 218.88
505.44 331.2 375.6 318
326.88 390.24 198.72 375.84
534.24 329.76 403 315
554.688 366.336 419.04 351.36
269.568 336.96 139.968 324.864
561.6 364.608 424.8 347.04
269.568 342.144 141.005 325.555
376.704 359.424 250.56 345.6
271.296 333.504 141.696 319.68
380.16 174.528 262.656 160.704
542.592 390.528 407.52 371.52
433.728 357.696 307.584 342.144
319.68 399.168 193.536 385.344
273.024 345.6 143.424 331.776
423.36 350.784 297.216 335.232
279.936 349.056 150.336 333.504
571.968 361.152 433.44 345.6
321.408 335.232 196.992 321.408
271.296 368.064 141.696 354.24
331.776 214.272 210.816 196.992
511.488 338.688 380.16 323.136
544.32 328.32 411.264 314.496
542.592 217.728 412.992 209.088
485.568 93.312 363.295 87.0912
217.728 335.232 84.672 321.408
449.28 298.944 326.592 286.848
281.664 359.424 152.064 345.6
430.272 262.656 307.584 248.832
285.12 331.776 157.248 316.224
326.592 390.528 198.72 376.704
584.064 295.488 447.84 285.12
456.192 400.896 326.592 385.344
527.04 383.616 394.56 365.76
241.92 172.8 265 160
547.776 333.504 413.28 318.24
350.784 292.032 230.17 275.789
279.936 348.365 151.373 333.85
487.296 93.312 363.295 87.0912
543.283 389.837 407.808 371.52
534.989 385.69 399.168 369.792
242.611 172.109 213 197
381.542 174.182 262.656 160.704
528.768 381.542 393.984 366.336
240.538 371.174 103.68 356.659
381.542 364.954 257.126 348.365
561.946 362.88 425.088 346.291
331.776 213.581 209.434 196.992
377.395 358.733 252.979 344.218
543.283 215.654 412.992 209.088
433.382 356.659 307.584 342.144
248.832 356.659 118.195 342.144
423.014 348.365 296.525 333.85
273.715 344.218 145.152 329.702
269.568 340.07 141.005 325.555
269.568 335.923 141.005 321.408
319.334 333.85 194.918 319.334
545.357 327.629 412.646 313.114
236.39 360.806 101.606 348.365
352.512 290.304 230.17 275.789
449.971 298.598 325.555 286.157
570.24 364.954 431.309 348.365
429.235 261.274 306.893 248.832
271.227 343.388 143.327 325.472
276.204 89.5795 261.274 159.667
243.855 171.694 116.951 149.299
378.225 174.182 261.274 159.253
542.454 390.666 408.499 371.174
544.942 216.484 414.72 209.434
534.989 385.69 400.205 369.101
554.896 365.783 420.526 348.365
380.713 365.783 256.297 350.853
231.414 363.295 94.5562 350.853
527.524 383.201 393.984 364.954
278.692 360.806 149.299 348.365
248.832 358.318 116.951 343.388
241.367 358.318 109.486 345.877
427.991 263.762 304.57 250.823
320.993 398.131 191.601 385.69
278.692 348.365 149.299 335.923
437.944 293.622 313.528 281.18
318.505 333.435 194.089 323.482
271.227 333.435 141.834 318.505
353.342 291.134 228.925 276.204
455.363 325.97 330.947 311.04
447.898 301.087 323.482 286.157
480.744 92.5655 363.295 87.0912
277.697 361.304 149.299 346.374
244.851 170.201 116.453 149.299
376.234 173.187 259.781 161.243
379.22 358.318 253.809 343.388
250.823 358.318 118.245 343.985
277.697 349.36 149.299 334.43
280.683 331.444 152.285 316.514
271.725 340.402 143.327 325.472
447.898 301.584 323.482 286.157
379.22 367.276 256.795 352.346
534.491 385.192 400.62 368.271
426.996 262.767 304.57 250.823
232.907 358.318 101.523 346.374
456.856 325.472 331.444 310.542
429.982 355.332 304.57 340.402
435.954 295.612 313.528 280.683
241.865 355.332 110.481 343.388
352.346 292.627 229.921 277.697
319.5 337.416 194.089 322.486
229.921 364.29 95.5515 352.346
318.903 336.819 193.492 322.486
376.234 175.576 257.989 161.243
379.817 358.318 254.406 343.985
279.488 351.152 150.494 336.819
272.322 336.819 143.327 326.07
447.898 300.987 322.486 286.655
437.148 293.821 315.32 279.488
354.735 290.238 232.907 275.905
419.232 347.569 293.821 333.236
429.982 265.155 304.57 250.823
250.823 358.318 118.245 343.985
265.155 361.901 132.578 347.569
247.24 171.993 118.245 146.91
429.982 354.735 304.57 340.402
519.561 340.402 386.984 326.07
